epoch	sentence	true_context	split
t1	S6 V3 O4	A	train
t1	S3 V2 O8	A	train
t1	S3 V1 O5	A	test
t1	S4 V1 O3	A	train
t1	S3 V1 O4	A	test
t1	S5 V2 O1	A	test
t1	S3 V1 O2	A	train
t1	S1 V1 O3	A	test
t1	S5 V3 O2	A	train
t1	S6 V1 O3	A	train
t1	S4 V4 O4	A	train
t1	S3 V1 O6	A	test
t1	S6 V2 O4	A	train
t1	S1 V1 O1	A	train
t1	S2 V2 O2	A	train
t1	S3 V2 O3	A	train
t1	S5 V2 O1	A	test
t1	S5 V2 O3	A	train
t1	S3 V3 O6	A	test
t1	S1 V1 O3	A	train
t1	S2 V3 O3	A	train
t1	S1 V4 O4	A	train
t1	S4 V1 O3	A	train
t1	S3 V5 O3	A	train
t1	S2 V7 O8	B	train
t1	S4 V4 O2	A	train
t1	S3 V1 O3	A	test
t1	S3 V4 O4	A	train
t1	S1 V3 O7	A	test
t1	S6 V7 O4	A	train
t1	S1 V5 O1	A	train
t1	S3 V1 O5	A	train
t1	S4 V3 O1	A	train
t1	S4 V5 O2	A	test
t1	S4 V2 O2	A	train
t1	S6 V2 O5	A	train
t1	S1 V1 O1	A	train
t1	S3 V2 O3	A	train
t1	S5 V4 O2	A	test
t1	S1 V1 O4	A	train
t1	S5 V1 O8	A	train
t1	S2 V8 O3	B	train
t1	S5 V4 O1	A	train
t1	S3 V3 O2	A	train
t1	S1 V1 O1	A	train
t1	S2 V7 O3	A	train
t1	S2 V2 O4	A	test
t1	S5 V1 O3	A	train
t1	S6 V3 O4	A	test
t1	S4 V5 O3	A	train
t1	S1 V4 O2	A	train
t1	S1 V4 O1	A	train
t1	S6 V2 O6	A	train
t1	S4 V2 O8	A	train
t1	S2 V2 O1	A	test
t1	S4 V2 O4	A	train
t1	S1 V3 O3	A	train
t1	S6 V3 O2	A	train
t1	S4 V7 O2	A	test
t1	S1 V1 O1	A	test
t1	S4 V2 O4	A	train
t1	S6 V3 O5	A	test
t1	S2 V8 O6	B	train
t1	S4 V5 O2	A	train
t1	S3 V4 O2	A	train
t1	S5 V1 O3	A	train
t1	S5 V1 O1	A	test
t1	S3 V3 O6	A	train
t1	S4 V5 O3	A	train
t1	S6 V5 O1	A	train
t1	S4 V3 O4	A	train
t1	S5 V1 O2	A	train
t1	S1 V4 O1	A	train
t1	S1 V1 O1	A	test
t1	S3 V4 O4	A	test
t1	S1 V5 O4	A	train
t1	S5 V2 O2	A	train
t1	S1 V8 O2	A	train
t1	S5 V1 O2	A	train
t1	S1 V4 O1	A	train
t1	S3 V3 O2	A	train
t1	S5 V6 O4	A	train
t1	S2 V2 O2	A	train
t1	S1 V4 O2	A	train
t1	S1 V2 O3	A	test
t1	S3 V2 O1	A	test
t1	S5 V3 O1	A	test
t1	S5 V2 O1	A	train
t1	S5 V1 O6	A	train
t1	S4 V1 O4	A	train
t1	S4 V4 O1	A	train
t1	S5 V2 O4	A	train
t1	S6 V7 O3	A	train
t1	S4 V1 O4	A	train
t1	S3 V3 O4	A	train
t1	S3 V5 O5	B	train
t1	S6 V8 O4	A	train
t1	S5 V2 O1	A	train
t1	S2 V6 O8	B	train
t1	S3 V6 O7	A	test
t1	S3 V4 O4	A	train
t1	S1 V5 O3	A	train
t1	S1 V3 O3	A	test
t1	S3 V1 O1	A	train
t1	S3 V4 O5	A	train
t1	S6 V1 O2	A	train
t1	S4 V4 O1	A	train
t1	S3 V1 O3	A	train
t1	S5 V3 O4	A	train
t1	S2 V1 O1	A	train
t1	S1 V3 O2	A	train
t1	S3 V1 O2	A	train
t1	S6 V3 O1	A	train
t1	S1 V3 O1	A	test
t1	S4 V3 O4	A	test
t1	S2 V3 O7	A	train
t1	S5 V3 O2	A	train
t1	S3 V2 O5	A	train
t1	S6 V5 O4	A	train
t1	S4 V4 O2	A	train
t1	S3 V4 O2	A	train
t1	S1 V1 O4	A	test
t1	S3 V5 O8	A	train
t1	S2 V3 O2	A	train
t1	S1 V2 O1	A	train
t1	S4 V1 O1	A	train
t1	S1 V3 O2	A	train
t1	S6 V4 O2	A	train
t1	S6 V7 O3	A	train
t1	S4 V1 O2	A	train
t1	S3 V1 O7	A	train
t1	S2 V4 O3	A	test
t1	S1 V1 O2	A	train
t1	S4 V3 O1	A	train
t1	S3 V1 O2	A	train
t1	S5 V2 O4	A	train
t1	S6 V5 O4	A	train
t1	S3 V3 O1	A	train
t1	S4 V2 O2	A	test
t1	S3 V6 O6	B	train
t1	S1 V1 O2	A	train
t1	S1 V1 O5	A	train
t1	S1 V5 O1	A	train
t1	S2 V4 O1	A	train
t1	S4 V7 O3	A	train
t1	S5 V3 O1	A	train
t1	S6 V4 O2	A	train
t1	S5 V4 O2	A	train
t1	S6 V2 O4	A	train
t1	S5 V2 O4	A	test
t1	S5 V3 O3	A	train
t1	S2 V3 O3	A	test
t1	S6 V4 O3	A	train
t1	S1 V2 O1	A	train
t1	S2 V5 O8	B	train
t1	S6 V4 O1	A	train
t1	S3 V8 O6	A	test
t1	S2 V5 O2	A	test
t1	S3 V2 O2	A	train
t1	S3 V1 O3	A	train
t1	S2 V1 O3	A	train
t1	S1 V2 O5	A	test
t1	S3 V3 O1	A	train
t1	S4 V2 O2	A	train
t1	S4 V2 O6	A	train
t1	S5 V5 O5	A	train
t1	S3 V2 O3	A	train
t1	S2 V3 O1	A	train
t1	S3 V7 O4	A	train
t1	S5 V2 O2	A	train
t1	S2 V1 O3	A	train
t1	S6 V4 O8	A	train
t1	S2 V1 O8	A	train
t1	S1 V1 O3	A	test
t1	S2 V1 O2	A	train
t1	S6 V4 O2	A	train
t1	S2 V8 O4	B	train
t1	S4 V1 O1	A	test
t1	S5 V4 O4	A	train
t1	S6 V4 O4	A	test
t1	S4 V2 O1	A	train
t1	S3 V3 O5	A	train
t1	S1 V3 O5	A	test
t1	S2 V5 O3	A	test
t1	S5 V4 O6	A	train
t1	S1 V4 O2	A	test
t1	S1 V3 O3	A	test
t1	S1 V1 O3	A	train
t1	S6 V7 O3	A	train
t1	S2 V3 O1	A	train
t1	S6 V1 O4	A	train
t1	S6 V1 O2	A	test
t1	S4 V4 O3	A	train
t1	S6 V4 O1	A	train
t1	S5 V3 O3	A	train
t1	S4 V1 O2	A	train
t1	S4 V2 O7	A	test
t1	S4 V2 O4	A	train
t1	S5 V3 O7	A	train
t1	S6 V2 O2	A	train
t1	S3 V6 O1	A	train
t1	S6 V6 O3	A	train
t1	S5 V2 O2	A	test
t1	S4 V3 O3	A	train
t1	S2 V2 O7	A	train
t1	S3 V3 O1	A	train
t1	S6 V7 O3	A	train
t1	S3 V7 O7	B	test
t1	S5 V4 O2	A	test
t1	S2 V1 O1	A	train
t1	S3 V3 O2	A	train
t1	S4 V4 O2	A	test
t1	S5 V1 O3	A	train
t1	S1 V3 O1	A	train
t1	S1 V1 O3	A	train
t1	S5 V5 O5	A	train
t1	S2 V3 O1	A	train
t1	S5 V1 O3	A	test
t1	S6 V8 O3	A	train
t1	S6 V8 O4	A	test
t1	S3 V4 O3	A	test
t1	S1 V4 O1	A	train
t1	S5 V2 O3	A	train
t1	S2 V1 O4	A	test
t1	S6 V1 O1	A	test
t1	S1 V4 O2	A	train
t1	S5 V2 O2	A	train
t1	S5 V1 O2	A	train
t1	S4 V2 O3	A	test
t1	S2 V2 O1	A	train
t1	S4 V1 O2	A	train
t1	S5 V2 O4	A	train
t1	S6 V8 O2	A	train
t1	S2 V1 O3	A	train
t1	S6 V2 O1	A	train
t1	S5 V4 O3	A	test
t1	S6 V2 O4	A	train
t1	S6 V2 O3	A	train
t1	S2 V1 O5	B	train
t1	S2 V6 O6	B	test
t1	S2 V7 O7	B	test
t1	S1 V1 O7	A	train
t1	S3 V2 O7	A	test
t1	S3 V8 O4	A	train
t1	S1 V2 O5	A	train
t1	S5 V3 O5	A	train
t1	S1 V3 O2	A	train
t1	S3 V8 O3	A	train
t1	S6 V4 O4	A	train
t1	S1 V4 O5	A	train
t1	S3 V3 O4	A	train
t1	S6 V3 O3	A	train
t2	S4 V1 O4	A	train
t2	S6 V4 O2	A	test
t2	S2 V7 O8	B	train
t2	S3 V3 O7	A	train
t2	S2 V7 O5	B	train
t2	S6 V2 O3	A	train
t2	S6 V8 O2	A	train
t2	S1 V7 O4	A	train
t2	S2 V2 O4	A	train
t2	S3 V8 O5	B	train
t2	S1 V4 O2	A	train
t2	S3 V7 O7	B	train
t2	S1 V3 O2	A	train
t2	S2 V2 O4	A	train
t2	S2 V2 O1	A	test
t2	S3 V1 O1	A	train
t2	S4 V4 O1	A	train
t2	S2 V2 O4	A	train
t2	S3 V1 O3	A	train
t2	S6 V4 O1	A	train
t2	S6 V3 O1	A	train
t2	S3 V6 O6	B	train
t2	S1 V4 O4	A	train
t2	S3 V6 O5	B	test
t2	S6 V3 O6	A	train
t2	S4 V1 O1	A	train
t2	S5 V1 O2	A	test
t2	S5 V1 O4	A	train
t2	S3 V7 O3	A	train
t2	S1 V4 O2	A	train
t2	S5 V3 O8	A	train
t2	S4 V3 O6	A	train
t2	S1 V2 O4	A	test
t2	S4 V2 O8	A	train
t2	S4 V3 O3	A	train
t2	S1 V2 O3	A	train
t2	S6 V2 O4	A	train
t2	S4 V1 O1	A	train
t2	S2 V2 O8	A	train
t2	S2 V5 O7	B	test
t2	S4 V2 O8	A	train
t2	S4 V1 O7	A	train
t2	S1 V1 O4	A	train
t2	S5 V3 O8	A	train
t2	S2 V6 O7	B	train
t2	S3 V4 O1	A	test
t2	S5 V3 O2	A	train
t2	S2 V1 O1	A	train
t2	S6 V4 O2	A	train
t2	S6 V2 O6	A	train
t2	S2 V1 O3	A	train
t2	S3 V2 O2	A	train
t2	S6 V4 O8	A	test
t2	S3 V5 O4	B	train
t2	S1 V3 O1	A	test
t2	S6 V1 O1	A	train
t2	S2 V4 O3	A	train
t2	S6 V2 O3	A	train
t2	S1 V1 O4	A	train
t2	S1 V1 O4	A	train
t2	S5 V1 O6	A	train
t2	S5 V4 O7	A	train
t2	S6 V4 O1	A	train
t2	S1 V1 O3	A	train
t2	S1 V1 O4	A	train
t2	S3 V4 O3	A	train
t2	S6 V5 O3	A	train
t2	S1 V4 O4	A	train
t2	S5 V3 O8	A	test
t2	S2 V4 O3	A	train
t2	S5 V2 O2	A	train
t2	S4 V2 O2	A	train
t2	S4 V3 O4	A	train
t2	S4 V3 O1	A	train
t2	S4 V1 O3	A	train
t2	S2 V7 O6	B	train
t2	S4 V1 O2	A	train
t2	S4 V1 O3	A	test
t2	S1 V1 O3	A	test
t2	S4 V2 O2	A	train
t2	S1 V2 O4	A	train
t2	S3 V1 O3	A	test
t2	S1 V1 O1	A	train
t2	S5 V4 O2	A	train
t2	S1 V2 O4	A	train
t2	S3 V4 O3	A	train
t2	S5 V1 O2	A	train
t2	S3 V8 O3	B	train
t2	S5 V4 O2	A	train
t2	S3 V3 O6	A	train
t2	S2 V5 O8	B	train
t2	S4 V4 O2	A	train
t2	S2 V8 O7	B	test
t2	S4 V3 O2	A	train
t2	S4 V3 O4	A	train
t2	S4 V4 O4	A	train
t2	S3 V6 O4	B	test
t2	S3 V1 O1	A	test
t2	S6 V6 O1	A	train
t2	S4 V3 O2	A	train
t2	S1 V3 O4	A	train
t2	S5 V4 O4	A	train
t2	S6 V5 O2	A	test
t2	S3 V7 O1	A	train
t2	S2 V3 O7	B	train
t2	S2 V4 O8	A	test
t2	S5 V3 O7	A	train
t2	S2 V3 O2	A	train
t2	S6 V4 O1	A	test
t2	S5 V4 O2	A	train
t2	S3 V4 O1	A	train
t2	S3 V5 O4	A	train
t2	S5 V3 O6	A	train
t2	S2 V2 O5	A	train
t2	S4 V6 O2	A	train
t2	S4 V1 O5	A	train
t2	S5 V7 O4	A	train
t2	S4 V3 O1	A	test
t2	S4 V3 O3	A	test
t2	S6 V1 O1	A	train
t2	S5 V2 O8	A	train
t2	S3 V1 O8	B	test
t2	S2 V1 O4	A	train
t2	S6 V3 O4	A	test
t2	S1 V7 O3	A	train
t2	S5 V4 O1	A	train
t2	S5 V1 O2	A	test
t2	S6 V3 O4	A	train
t2	S6 V3 O7	A	train
t2	S6 V2 O6	A	train
t2	S3 V1 O1	A	train
t2	S2 V8 O5	B	train
t2	S1 V4 O3	A	train
t2	S3 V4 O1	A	train
t2	S4 V1 O4	A	test
t2	S2 V1 O4	A	train
t2	S1 V1 O3	A	train
t2	S2 V8 O5	B	train
t2	S5 V3 O4	A	train
t2	S6 V1 O1	A	test
t2	S1 V8 O2	A	train
t2	S2 V3 O2	A	test
t2	S5 V4 O3	A	train
t2	S3 V6 O3	B	test
t2	S4 V1 O4	A	test
t2	S2 V3 O6	A	train
t2	S6 V4 O3	A	test
t2	S1 V5 O2	A	train
t2	S4 V3 O1	A	train
t2	S1 V1 O2	A	train
t2	S2 V6 O8	B	train
t2	S4 V1 O4	A	train
t2	S1 V4 O3	A	train
t2	S2 V6 O2	B	train
t2	S6 V4 O2	A	train
t2	S1 V1 O2	A	train
t2	S6 V4 O3	A	train
t2	S6 V2 O1	A	train
t2	S2 V8 O8	B	train
t2	S4 V2 O2	A	train
t2	S6 V2 O8	A	test
t2	S3 V2 O2	A	train
t2	S1 V1 O7	A	train
t2	S3 V3 O4	A	train
t2	S3 V4 O6	B	train
t2	S2 V3 O3	A	train
t2	S6 V1 O1	A	train
t2	S4 V1 O2	A	train
t2	S2 V8 O6	B	train
t2	S3 V7 O8	B	test
t2	S6 V2 O1	A	test
t2	S3 V1 O2	A	test
t2	S6 V5 O2	A	train
t2	S6 V1 O6	A	train
t2	S3 V7 O8	B	train
t2	S5 V6 O2	A	test
t2	S4 V3 O4	A	train
t2	S3 V4 O3	A	train
t2	S4 V3 O2	A	train
t2	S1 V4 O2	A	train
t2	S6 V3 O1	A	test
t2	S5 V8 O1	A	train
t2	S1 V4 O3	A	train
t2	S5 V1 O1	A	train
t2	S5 V1 O2	A	test
t2	S4 V2 O3	A	train
t2	S3 V4 O4	A	test
t2	S6 V3 O2	A	train
t2	S4 V5 O4	A	test
t2	S3 V1 O4	A	train
t2	S6 V3 O8	A	train
t2	S6 V2 O3	A	train
t2	S2 V3 O5	A	train
t2	S1 V3 O3	A	train
t2	S5 V4 O3	A	test
t2	S3 V3 O2	A	train
t2	S6 V2 O2	A	train
t2	S2 V2 O2	A	train
t2	S3 V1 O4	A	test
t2	S2 V3 O4	A	train
t2	S3 V3 O2	A	train
t2	S6 V1 O4	A	train
t2	S2 V3 O2	A	test
t2	S1 V3 O2	A	test
t2	S6 V1 O1	A	train
t2	S4 V6 O2	A	test
t2	S5 V1 O1	A	train
t2	S1 V7 O1	A	train
t2	S5 V1 O5	A	train
t2	S2 V1 O3	A	train
t2	S5 V4 O4	A	train
t2	S4 V4 O3	A	train
t2	S5 V3 O4	A	train
t2	S5 V2 O3	A	test
t2	S6 V1 O3	A	train
t2	S1 V4 O1	A	train
t2	S5 V3 O2	A	train
t2	S2 V4 O4	A	train
t2	S3 V3 O6	A	train
t2	S1 V1 O4	A	train
t2	S1 V3 O3	A	test
t2	S1 V2 O1	A	train
t2	S1 V4 O3	A	train
t2	S4 V4 O4	A	train
t2	S1 V1 O1	A	train
t2	S1 V2 O3	A	test
t2	S3 V4 O2	A	train
t2	S3 V3 O1	A	train
t2	S2 V4 O3	A	train
t2	S4 V4 O1	A	train
t2	S6 V6 O1	A	train
t2	S1 V3 O2	A	train
t2	S3 V1 O3	A	test
t2	S5 V2 O1	A	train
t2	S6 V3 O7	A	train
t2	S5 V7 O3	A	train
t2	S5 V3 O1	B	test
t2	S5 V4 O8	A	test
t2	S5 V2 O4	A	train
t2	S4 V3 O8	A	train
t2	S1 V4 O1	A	train
t2	S3 V1 O6	B	train
t2	S4 V5 O1	A	train
t2	S2 V6 O1	B	test
t2	S6 V2 O4	A	train
t2	S2 V3 O2	A	test
t2	S4 V4 O2	A	train
t2	S2 V2 O3	A	train
t2	S3 V6 O1	B	train
t2	S5 V1 O3	A	train
t2	S1 V2 O1	A	train
t2	S5 V5 O5	B	train
t2	S3 V7 O8	B	train
t2	S6 V6 O4	A	train
t2	S1 V3 O1	A	train
t2	S3 V1 O4	A	test
t2	S6 V3 O7	A	test
t2	S1 V4 O5	A	train
t2	S2 V7 O6	B	train
t2	S2 V7 O7	B	train
t2	S3 V7 O2	A	train
t2	S3 V6 O3	A	train
t2	S3 V1 O2	A	train
t2	S4 V3 O3	A	train
t2	S6 V1 O4	A	train
t2	S2 V1 O4	A	train
t2	S3 V4 O1	A	train
t2	S1 V4 O6	A	test
t2	S5 V4 O2	A	train
t2	S4 V3 O4	A	train
t2	S6 V4 O4	A	train
t2	S4 V7 O5	A	train
t2	S1 V4 O1	A	test
t2	S4 V2 O8	A	train
t2	S1 V4 O4	A	train
t2	S6 V1 O3	A	test
t2	S1 V2 O3	A	test
t2	S5 V3 O7	A	train
t2	S2 V2 O3	A	train
t2	S4 V1 O2	A	train
t2	S5 V4 O4	A	train
t2	S2 V3 O3	A	train
t2	S1 V4 O8	A	train
t2	S6 V2 O1	A	train
t2	S5 V2 O2	A	train
t2	S2 V3 O2	A	train
t2	S4 V3 O2	A	train
t2	S6 V3 O2	A	test
t2	S6 V1 O3	A	train
t2	S5 V3 O4	A	train
t2	S6 V4 O7	A	train
t2	S3 V1 O7	B	train
t2	S3 V3 O2	A	train
t2	S6 V3 O7	A	train
t2	S4 V4 O3	A	test
t2	S5 V2 O3	A	train
t2	S2 V6 O7	B	test
t2	S5 V3 O3	A	train
t2	S3 V3 O4	A	test
t2	S6 V7 O3	A	train
t2	S4 V1 O1	A	train
t2	S2 V4 O7	A	train
t2	S2 V4 O1	A	train
t2	S5 V4 O4	A	train
t2	S6 V2 O2	A	train
t2	S6 V1 O3	A	train
t2	S4 V4 O1	A	train
t2	S5 V2 O2	A	train
t2	S1 V6 O2	A	train
t2	S1 V4 O2	A	train
t2	S3 V1 O2	A	train
t2	S3 V6 O6	B	train
t2	S2 V3 O2	A	test
t2	S5 V4 O1	A	train
t2	S3 V8 O4	B	train
t2	S4 V2 O2	A	train
t2	S1 V4 O1	A	train
t2	S4 V2 O4	A	train
t2	S6 V4 O2	A	test
t2	S6 V1 O1	A	train
t2	S2 V4 O4	A	train
t2	S6 V2 O1	A	train
t2	S3 V7 O4	A	train
t2	S1 V3 O3	A	train
t2	S1 V4 O4	A	train
t2	S2 V6 O2	B	train
t2	S1 V1 O4	A	test
t2	S3 V8 O7	B	train
t2	S4 V7 O1	A	train
t2	S2 V7 O5	B	test
t2	S4 V2 O1	A	train
t2	S5 V2 O1	A	train
t2	S6 V3 O1	A	train
t2	S3 V1 O3	A	test
t2	S2 V2 O4	A	train
t2	S3 V4 O3	A	train
t2	S2 V3 O3	A	test
t2	S6 V1 O3	A	train
t2	S4 V1 O2	A	test
t2	S1 V4 O1	A	train
t2	S5 V3 O2	A	train
t2	S3 V1 O8	A	train
t2	S3 V2 O4	A	train
t2	S4 V1 O2	A	test
t2	S1 V4 O6	A	test
t2	S5 V7 O3	A	train
t2	S1 V2 O3	A	train
t2	S1 V1 O3	A	test
t2	S2 V4 O2	A	train
t2	S5 V4 O2	A	train
t2	S2 V2 O5	B	test
t2	S6 V1 O3	A	train
t2	S2 V8 O8	B	train
t2	S6 V4 O2	A	train
t2	S4 V4 O2	A	train
t2	S5 V1 O4	A	train
t2	S5 V1 O2	A	train
t2	S3 V3 O4	A	train
t2	S3 V5 O8	B	train
t2	S5 V3 O4	A	train
t2	S5 V6 O2	A	train
t2	S1 V7 O4	A	train
t2	S1 V6 O3	A	train
t2	S5 V2 O1	A	train
t2	S4 V4 O1	A	train
t2	S3 V3 O4	A	train
t2	S1 V4 O4	A	train
t2	S2 V1 O2	A	train
t2	S4 V1 O4	A	train
t2	S4 V2 O4	A	train
t2	S1 V3 O1	A	train
t2	S2 V2 O1	A	test
t2	S1 V1 O4	A	train
t2	S6 V1 O2	A	train
t2	S6 V2 O3	A	train
t2	S1 V2 O2	A	train
t2	S3 V3 O6	B	train
t2	S1 V4 O2	A	train
t2	S6 V1 O2	A	train
t2	S2 V2 O8	B	train
t2	S4 V4 O3	A	train
t2	S3 V6 O7	B	train
t2	S6 V2 O2	A	train
t2	S5 V4 O4	A	test
t2	S2 V5 O7	B	test
t2	S2 V1 O4	A	train
t2	S5 V7 O7	B	train
t2	S6 V4 O1	A	train
t2	S4 V4 O1	A	train
t2	S4 V1 O2	A	test
t2	S3 V4 O2	A	test
t2	S5 V5 O4	B	train
t2	S3 V1 O4	A	train
t2	S3 V7 O4	A	test
t2	S1 V4 O3	A	test
t2	S2 V4 O4	A	train
t2	S6 V3 O2	A	train
t2	S5 V4 O4	A	train
t2	S6 V7 O3	A	train
t2	S5 V2 O4	A	test
t2	S4 V8 O2	A	train
t2	S6 V3 O4	A	train
t2	S6 V2 O2	A	train
t2	S2 V1 O3	A	train
t2	S4 V2 O4	A	test
t2	S5 V2 O7	A	train
t2	S2 V8 O8	B	train
t2	S1 V6 O2	A	train
t2	S5 V7 O1	A	train
t2	S4 V8 O5	A	train
t2	S6 V2 O3	A	test
t2	S5 V2 O5	A	train
t2	S5 V2 O2	A	train
t2	S4 V7 O7	A	train
t2	S1 V3 O3	A	train
t2	S5 V3 O1	A	train
t2	S4 V3 O1	A	train
t2	S5 V8 O4	B	train
t2	S6 V4 O2	A	train
t2	S5 V3 O4	A	train
t2	S3 V5 O2	A	train
t2	S1 V4 O1	A	test
t2	S5 V3 O1	A	test
t2	S6 V4 O4	A	test
t2	S1 V1 O4	A	train
t2	S1 V3 O6	A	test
t2	S2 V1 O4	A	train
t2	S1 V4 O5	A	test
t2	S2 V3 O5	B	train
t2	S1 V4 O1	A	train
t2	S5 V4 O3	A	train
t2	S3 V2 O3	A	train
t2	S3 V1 O8	A	train
t2	S5 V2 O3	A	test
t2	S1 V3 O2	A	train
t2	S3 V1 O2	A	train
t2	S4 V4 O3	A	train
t2	S4 V1 O4	A	train
t2	S5 V5 O1	A	test
t2	S4 V5 O4	A	train
t2	S6 V2 O4	A	train
t2	S1 V2 O8	A	train
t2	S5 V5 O5	A	train
t2	S2 V6 O6	B	train
t2	S5 V1 O6	B	train
t2	S5 V5 O7	B	train
t2	S2 V8 O8	B	train
t2	S2 V4 O1	A	test
t2	S5 V4 O6	A	train
t2	S5 V1 O5	A	train
t2	S4 V2 O2	A	test
t2	S6 V4 O3	A	train
t2	S3 V5 O5	B	train
t2	S3 V2 O4	A	train
t2	S5 V8 O6	B	test
t2	S2 V3 O1	A	train
t2	S6 V1 O3	A	train
t2	S4 V2 O2	A	train
t2	S4 V1 O1	A	train
t2	S2 V8 O5	B	train
t2	S4 V4 O4	A	test
t2	S2 V8 O8	B	train
t2	S3 V3 O8	A	train
t2	S1 V8 O5	A	train
t2	S1 V1 O3	A	train
t2	S1 V4 O2	A	train
t2	S3 V4 O2	A	train
t2	S6 V2 O4	A	train
t2	S4 V2 O1	A	test
t2	S1 V1 O4	A	train
t2	S2 V2 O3	A	test
t2	S2 V2 O3	A	train
t2	S2 V2 O4	A	train
t2	S3 V5 O5	B	train
t2	S6 V4 O3	A	train
t2	S6 V1 O2	A	train
t2	S2 V5 O8	B	train
t2	S6 V2 O1	A	train
t2	S4 V1 O3	A	train
t2	S3 V2 O1	A	train
t2	S2 V7 O3	B	train
t2	S1 V2 O3	A	train
t2	S4 V2 O2	A	train
t2	S3 V4 O4	A	train
t2	S5 V1 O2	A	test
t2	S6 V6 O2	A	test
t2	S4 V3 O2	A	train
t2	S4 V3 O7	A	test
t2	S2 V3 O2	A	train
t2	S4 V2 O2	A	test
t2	S3 V4 O2	A	train
t2	S4 V1 O8	A	train
t2	S3 V4 O4	A	train
t2	S2 V5 O7	B	train
t2	S2 V7 O6	B	train
t2	S5 V7 O2	A	test
t2	S1 V2 O2	A	test
t2	S2 V1 O8	A	train
t2	S3 V6 O5	B	train
